Time,Use[kW],Gen[kW],Office[kW],Garage[kW],Kitchen[kW],LivingRoom[kW],Pressure[mm Hg],WindSpeed [mps],Temperature[C],ApparentTemperature[C],DewPoint[C]
1451629771,1.7972,0.003283333,0.237,0.0422,0.000633333,0.336916667,1025.96,13.43,10.49,-5.11,-2.41
1451629772,1.294,0.003266667,0.23855,0.04185,0.000933366,0.338966667,1025.96,13.43,10.49,-5.11,-2.41
1451629773,1.43255,0.003283333,0.239133333,0.0415,0.001000033,0.338366667,1025.96,13.43,10.49,-5.11,-2.41
1451629774,2.373533333,0.00325,0.241466667,0.040183334,0.001650034,0.339716667,1025.96,13.43,10.49,-5.11,-2.41
1451629775,3.510966667,0.0033,0.24285,0.067533334,0.0020667,0.3396,1025.96,13.43,10.49,-5.11,-2.41
1451629776,2.586266667,0.003233333,0.2405,0.1497,0.001266633,0.3363,1025.96,13.43,10.49,-5.11,-2.41
1451629777,2.051833333,0.003266667,0.239416667,0.041566667,0.00095,0.335983333,1025.96,13.43,10.49,-5.11,-2.41
1451629778,3.242516667,0.003233333,0.241083333,0.03955,0.0023667,0.340633333,1025.96,13.43,10.49,-5.11,-2.41
1451629779,2.037133333,0.003283333,0.233683333,0.064316667,0.001833333,0.340066667,1025.96,13.43,10.49,-5.11,-2.41
1451629780,2.01585,0.003283333,0.232866667,0.156,0.001733333,0.340066667,1025.96,13.43,10.49,-5.11,-2.41
1451629781,2.884,0.003266667,0.235883333,0.039183333,0.0026,0.342,1025.96,13.43,10.49,-5.11,-2.41
1451629782,3.039516667,0.00325,0.23555,0.039316667,0.002366667,0.340216667,1025.96,13.43,10.49,-5.11,-2.41
1451629783,3.114983333,0.003283333,0.235633333,0.039116666,0.0024,0.341516667,1025.96,13.43,10.49,-5.11,-2.41
1451629784,2.437216667,0.003266667,0.235516667,0.039783334,0.002200033,0.34065,1025.96,13.43,10.49,-5.11,-2.41
1451629785,2.09625,0.0033,0.2336,0.0409,0.001716666,0.31855,1025.96,13.43,10.49,-5.11,-2.41
1451629786,2.11555,0.003366667,0.23115,0.041416666,0.0012,0.338366667,1025.96,13.43,10.49,-5.11,-2.41
1451629787,2.2798,0.003266667,0.23385,0.041483333,0.000799967,0.333316667,1025.96,13.43,10.49,-5.11,-2.41
1451629788,2.256483333,0.003283333,0.235416667,0.09085,0.0008167,0.336083333,1025.96,13.43,10.49,-5.11,-2.41
1451629789,2.2917,0.003283333,0.235283333,0.132133333,0.000766667,0.335316667,1025.96,13.43,10.49,-5.11,-2.41
1451629790,1.929383333,0.003283333,0.234233333,0.04205,0.0006334,0.3341,1025.96,13.43,10.49,-5.11,-2.41
1451629791,2.184783333,0.00325,0.24495,0.0424,0.000700033,0.332966667,1025.96,13.43,10.49,-5.11,-2.41
1451629792,3.061433333,0.00325,0.234233333,0.042316666,0.000733367,0.3326,1025.96,13.43,10.49,-5.11,-2.41
1451629793,2.137483333,0.003216667,0.240716667,0.042116667,0.0009667,0.334783333,1025.96,13.43,10.49,-5.11,-2.41
1451629794,1.405533333,0.00325,0.234083333,0.041983333,0.001016667,0.335866667,1027.02,13.79,9.39,-6.71,-3.21
1451629795,1.72305,0.003266667,0.232133333,0.041683333,0.001350033,0.33535,1027.02,13.79,9.39,-6.71,-3.21
1451629796,1.713116667,0.003216667,0.233366667,0.041716667,0.001316666,0.337283333,1027.02,13.79,9.39,-6.71,-3.21
1451629797,1.717166667,0.00325,0.231183333,0.041783333,0.001316666,0.335933333,1027.02,13.79,9.39,-6.71,-3.21
1451629798,1.73365,0.003266667,0.24745,0.041833334,0.0013667,0.337466667,1027.02,13.79,9.39,-6.71,-3.21
1451629799,1.72035,0.003216667,0.247833333,0.041766666,0.0013167,0.337183333,1027.02,13.79,9.39,-6.71,-3.21
1451629800,1.95765,0.00335,0.2486,0.041566667,0.001283366,0.336616667,1027.02,13.79,9.39,-6.71,-3.21
1451629801,2.103633333,0.0033,0.252766667,0.0416,0.001133334,0.336666667,1027.02,13.79,9.39,-6.71,-3.21
1451629802,2.5053,0.003266667,0.248466667,0.04195,0.000833366,0.33465,1027.02,13.79,9.39,-6.71,-3.21
1451629803,2.443266667,0.003283333,0.249933333,0.042183333,0.0008167,0.3351,1027.02,13.79,9.39,-6.71,-3.21
1451629804,2.0805,0.0033,0.2455,0.0428,0.0007667,0.33345,1027.02,13.79,9.39,-6.71,-3.21
1451629805,1.987833333,0.003283333,0.246783333,0.042683333,0.000716633,0.333483333,1027.02,13.79,9.39,-6.71,-3.21
1451629806,1.9387,0.0033,0.24925,0.042633333,0.000699967,0.333733333,1027.02,13.79,9.39,-6.71,-3.21
1451629807,1.424583333,0.003316667,0.249166667,0.042016667,0.000916667,0.336666667,1027.02,13.79,9.39,-6.71,-3.21
1451629808,1.57555,0.0033,0.2502,0.041583333,0.00115,0.3354,1027.02,13.79,9.39,-6.71,-3.21
1451629809,1.7402,0.003316667,0.250266667,0.041166666,0.001283367,0.33755,1027.02,13.79,9.39,-6.71,-3.21
1451629810,2.019066667,0.003283333,0.249566667,0.041266667,0.000566667,0.335183333,1027.02,13.79,9.39,-6.71,-3.21
1451629811,1.83975,0.003283333,0.245266667,0.04135,0.0008667,0.336933333,1027.02,13.79,9.39,-6.71,-3.21
1451629812,1.8883,0.003233333,0.2326,0.0416,0.000816666,0.335783333,1027.02,13.79,9.39,-6.71,-3.21
1451629813,1.88265,0.003266667,0.246433333,0.041466667,0.000783367,0.3361,1027.02,13.79,9.39,-6.71,-3.21
1451629814,2.27395,0.003233333,0.251466667,0.1563,0.000766667,0.336533333,1027.02,13.79,9.39,-6.71,-3.21
1451629815,2.606783333,0.003266667,0.24915,0.105283333,0.0004667,0.334316667,1027.02,13.79,9.39,-6.71,-3.21
1451629816,2.301316667,0.0033,0.242883333,0.04195,0.00035,0.33405,1027.02,13.79,9.39,-6.71,-3.21
1451629817,2.064383333,0.003283333,0.242416667,0.042316667,0.0004,0.334416667,1027.02,13.79,9.39,-6.71,-3.21
1451629818,1.883083333,0.0033,0.24435,0.042716666,0.000499967,0.33295,1027.02,13.79,9.39,-6.71,-3.21
1451629819,1.914216667,0.003266667,0.242133333,0.0426,0.000433366,0.334633333,1027.02,13.79,9.39,-6.71,-3.21
1451629820,1.4314,0.003283333,0.24475,0.042066667,0.00045,0.33665,1027.02,13.79,9.39,-6.71,-3.21
1451629821,1.5449,0.0033,0.244966667,0.042033334,0.000566666,0.3357,1027.02,13.79,9.39,-6.71,-3.21
1451629822,1.915483333,0.003183333,0.243866667,0.042083333,0.0008,0.337366667,1027.02,13.79,9.39,-6.71,-3.21
1451629823,1.940483333,0.003233333,0.246233333,0.0414,0.001000034,0.334633333,1027.02,13.79,9.39,-6.71,-3.21
1451629824,2.025783333,0.003266667,0.24485,0.041416667,0.000883334,0.33715,1027.02,13.79,9.39,-6.71,-3.21
1451629825,2.3908,0.00325,0.24315,0.041633333,0.000683366,0.335383333,1027.02,13.79,9.39,-6.71,-3.21
1451629826,2.894433333,0.0032,0.24275,0.04235,0.0005667,0.333366667,1027.02,13.79,9.39,-6.71,-3.21
1451629827,2.85335,0.00315,0.2417,0.042366666,0.000450033,0.334516667,1027.02,13.79,9.39,-6.71,-3.21
1451629828,2.75695,0.003166667,0.243666667,0.042166666,0.000533367,0.333183333,1027.02,13.79,9.39,-6.71,-3.21
1451629829,2.153466667,0.003266667,0.243333333,0.068516667,0.000416633,0.333983333,1027.02,13.79,9.39,-6.71,-3.21
1451629830,3.3142,0.00325,0.242783333,0.155333333,0.0005167,0.32845,1027.02,13.79,9.39,-6.71,-3.21
1451629831,3.685383333,0.00325,0.243233333,0.170416666,0.000466733,0.333483333,1027.02,13.79,9.39,-6.71,-3.21
1451629832,2.018883333,0.003333333,0.239166667,0.052116666,0.000383367,0.334866667,1027.02,13.79,9.39,-6.71,-3.21
1451629833,1.426966667,0.003366667,0.234016667,0.04215,0.00055,0.336066667,1027.02,13.79,9.39,-6.71,-3.21
1451629834,1.355433333,0.00335,0.223333333,0.0424,0.000500067,0.31915,1027.02,13.79,9.39,-6.71,-3.21
1451629835,1.8138,0.003333333,0.22245,0.111033333,0.0008667,0.329633333,1027.02,13.79,9.39,-6.71,-3.21
1451629836,2.146666667,0.003316667,0.21765,0.174816667,0.00105,0.338766667,1027.02,13.79,9.39,-6.71,-3.21
1451629837,2.093883333,0.00335,0.219333333,0.041016667,0.001116667,0.337866667,1027.02,13.79,9.39,-6.71,-3.21
1451629838,2.216316667,0.00335,0.21445,0.109216667,0.001200034,0.338166667,1027.02,13.79,9.39,-6.71,-3.21
1451629839,2.376816667,0.0033,0.214666667,0.1112,0.001066666,0.337916667,1027.02,13.79,9.39,-6.71,-3.21
1451629840,2.490216667,0.003283333,0.210366667,0.0418,0.00085,0.335333333,1027.02,13.79,9.39,-6.71,-3.21
1451629841,2.874516667,0.0033,0.2089,0.15355,0.000599966,0.334816667,1027.02,13.79,9.39,-6.71,-3.21
1451629842,2.200483333,0.003366667,0.127266667,0.17155,0.00045,0.334283333,1027.02,13.79,9.39,-6.71,-3.21
1451629843,1.823216667,0.003283333,0.085433333,0.042916667,0.0007167,0.33255,1027.02,13.79,9.39,-6.71,-3.21
1451629844,1.7773,0.003283333,0.083883333,0.042683333,0.000666667,0.331466667,1027.02,13.79,9.39,-6.71,-3.21
1451629845,1.78735,0.003283333,0.082483333,0.042583333,0.000550034,0.334866667,1027.02,13.79,9.39,-6.71,-3.21
1451629846,1.948716667,0.0033,0.08155,0.04185,0.0003833,0.334433333,1027.02,13.79,9.39,-6.71,-3.21
1451629847,1.521116667,0.003283333,0.080833333,0.04155,0.000783367,0.334316667,1027.02,13.79,9.39,-6.71,-3.21
1451629848,1.541766667,0.0033,0.07945,0.041666667,0.000783367,0.337316667,1027.02,13.79,9.39,-6.71,-3.21
1451629849,1.629016667,0.003283333,0.07805,0.074266667,0.000766666,0.334866667,1027.02,13.79,9.39,-6.71,-3.21
1451629850,1.676033333,0.003283333,0.07685,0.149516667,0.000766667,0.338416667,1027.02,13.79,9.39,-6.71,-3.21
1451629851,1.573916667,0.003316667,0.075533333,0.0417,0.000783333,0.337216667,1027.02,13.79,9.39,-6.71,-3.21
1451629852,1.690416667,0.003233333,0.0742,0.04195,0.000783333,0.331933333,1028.04,14.02,8.83,-7.56,-3.87
1451629853,1.5316,0.003266667,0.073166667,0.041666666,0.000716667,0.33695,1028.04,14.02,8.83,-7.56,-3.87
1451629854,1.915333333,0.003266667,0.072216667,0.173,0.00075,0.338483333,1028.04,14.02,8.83,-7.56,-3.87
1451629855,1.883183333,0.003216667,0.070783333,0.1686,0.000900033,0.338466667,1028.04,14.02,8.83,-7.56,-3.87
1451629856,2.2417,0.003183333,0.069083333,0.163233334,0.000750067,0.332816667,1028.04,14.02,8.83,-7.56,-3.87
1451629857,2.059516667,0.003233333,0.06825,0.12955,0.000650033,0.323783333,1028.04,14.02,8.83,-7.56,-3.87
1451629858,3.1737,0.003233333,0.067383333,0.113783333,0.0006667,0.326033333,1028.04,14.02,8.83,-7.56,-3.87
1451629859,3.636333333,0.003233333,0.0664,0.041716667,0.0005834,0.332333333,1028.04,14.02,8.83,-7.56,-3.87
1451629860,2.0852,0.003266667,0.065583333,0.041916667,0.000516667,0.334416667,1028.04,14.02,8.83,-7.56,-3.87
1451629861,1.926683333,0.003266667,0.064983333,0.04215,0.000616733,0.133416667,1028.04,14.02,8.83,-7.56,-3.87
1451629862,1.737366667,0.003316667,0.064166667,0.04255,0.000766667,0.001733333,1028.04,14.02,8.83,-7.56,-3.87
1451629863,1.15635,0.003316667,0.063983333,0.042233333,0.001183367,0.00175,1028.04,14.02,8.83,-7.56,-3.87
1451629864,1.105933333,0.003316667,0.06335,0.042283333,0.0012,0.0017,1028.04,14.02,8.83,-7.56,-3.87
1451629865,1.18905,0.003283333,0.0626,0.042333333,0.001233367,0.0017,1028.04,14.02,8.83,-7.56,-3.87
1451629866,1.450533333,0.003016667,0.0621,0.041733334,0.000983367,0.001583333,1028.04,14.02,8.83,-7.56,-3.87
1451629867,2.587533333,0.001516667,0.06255,0.117383334,0.001133333,0.001283333,1028.04,14.02,8.83,-7.56,-3.87
1451629868,0.954316667,0.003283333,0.060433333,0.114633334,0.000816733,0.00165,1028.04,14.02,8.83,-7.56,-3.87
1451629869,1.54185,0.003233333,0.05905,0.043683333,0.001200033,0.0016,1028.04,14.02,8.83,-7.56,-3.87
1451629870,1.312283333,0.0033,0.058566667,0.043383334,0.001016666,0.001666667,1028.04,14.02,8.83,-7.56,-3.87
1451629871,1.42075,0.0033,0.058033333,0.043233334,0.001000034,0.001716667,1028.04,14.02,8.83,-7.56,-3.87
1451629872,1.8098,0.002766667,0.057733333,0.042533333,0.000733367,0.001566667,1028.04,14.02,8.83,-7.56,-3.87
1451629873,1.998716667,0.002716667,0.0573,0.042783334,0.0009167,0.001566667,1028.04,14.02,8.83,-7.56,-3.87
1451629874,1.63685,0.0032,0.0566,0.04365,0.001183333,0.001666667,1028.04,14.02,8.83,-7.56,-3.87
1451629875,1.225383333,0.0032,0.056633333,0.043483334,0.001083333,0.001616667,1028.04,14.02,8.83,-7.56,-3.87
1451629876,1.418383333,0.003216667,0.0567,0.04275,0.0012167,0.00165,1028.04,14.02,8.83,-7.56,-3.87
1451629877,1.3322,0.003233333,0.056266667,0.042566667,0.001183334,0.001683333,1028.04,14.02,8.83,-7.56,-3.87
1451629878,1.01125,0.0033,0.05605,0.0422,0.001166667,0.001716667,1028.04,14.02,8.83,-7.56,-3.87
1451629879,0.990516667,0.003333333,0.055633333,0.042333333,0.0011667,0.001683333,1028.04,14.02,8.83,-7.56,-3.87
1451629880,0.671233333,0.003316667,0.055083333,0.042783333,0.0008667,0.001683333,1028.04,14.02,8.83,-7.56,-3.87
1451629881,0.59175,0.003333333,0.054616667,0.043016667,0.000816733,0.001733333,1028.04,14.02,8.83,-7.56,-3.87
1451629882,0.791466667,0.003333333,0.054216667,0.042916667,0.000800033,0.00165,1028.04,14.02,8.83,-7.56,-3.87
1451629883,1.401766667,0.003316667,0.053666667,0.042916667,0.0008166,0.001683333,1028.04,14.02,8.83,-7.56,-3.87
1451629884,1.72015,0.003316667,0.0535,0.04265,0.000733367,0.001783333,1028.04,14.02,8.83,-7.56,-3.87
1451629885,1.673433333,0.003316667,0.053216667,0.04265,0.000766733,0.001766667,1028.04,14.02,8.83,-7.56,-3.87
1451629886,1.679933333,0.003333333,0.052883333,0.042566666,0.000783367,0.001816667,1028.04,14.02,8.83,-7.56,-3.87
1451629887,1.6905,0.00335,0.052616667,0.042583333,0.000716667,0.001633333,1028.04,14.02,8.83,-7.56,-3.87
1451629888,2.044283333,0.0028,0.052533333,0.041616666,0.000616667,0.001483333,1028.04,14.02,8.83,-7.56,-3.87
1451629889,2.830316667,0.001716667,0.052916667,0.0393,0.000716667,0.001166667,1028.04,14.02,8.83,-7.56,-3.87
1451629890,1.125533333,0.003333333,0.052266667,0.042283333,0.000966667,0.00165,1028.04,14.02,8.83,-7.56,-3.87
1451629891,0.973716667,0.003316667,0.052116667,0.042316667,0.001116666,0.001716667,1028.04,14.02,8.83,-7.56,-3.87
1451629892,0.95905,0.003333333,0.051883333,0.0423,0.0011167,0.00175,1028.04,14.02,8.83,-7.56,-3.87
1451629893,0.606816667,0.003333333,0.051416667,0.042916667,0.000783367,0.001716667,1028.04,14.02,8.83,-7.56,-3.87
1451629894,0.676783333,0.0033,0.051,0.042916667,0.0008167,0.001716667,1028.04,14.02,8.83,-7.56,-3.87
1451629895,1.150216667,0.003283333,0.050483333,0.043033333,0.000950033,0.00175,1028.04,14.02,8.83,-7.56,-3.87
1451629896,1.316166667,0.003316667,0.050233333,0.042883333,0.0009667,0.001733333,1028.04,14.02,8.83,-7.56,-3.87
1451629897,1.332733333,0.003333333,0.0501,0.042816667,0.000916667,0.001733333,1028.04,14.02,8.83,-7.56,-3.87
1451629898,1.299233333,0.003283333,0.049933333,0.04295,0.000983366,0.0017,1028.04,14.02,8.83,-7.56,-3.87
1451629899,1.24125,0.0033,0.049833333,0.0428,0.000916666,0.001616667,1028.04,14.02,8.83,-7.56,-3.87
1451629900,1.4631,0.0033,0.05,0.042216667,0.000733367,0.001783333,1028.04,14.02,8.83,-7.56,-3.87
1451629901,0.99435,0.003316667,0.0504,0.041833333,0.001150034,0.001633333,1028.04,14.02,8.83,-7.56,-3.87
1451629902,0.9861,0.003333333,0.05025,0.041783334,0.0011167,0.001633333,1028.04,14.02,8.83,-7.56,-3.87
1451629903,0.985433333,0.003316667,0.050116667,0.041816666,0.001150033,0.001666667,1028.04,14.02,8.83,-7.56,-3.87
1451629904,0.983066667,0.003316667,0.04995,0.041816667,0.0011667,0.001683333,1028.04,14.02,8.83,-7.56,-3.87
1451629905,0.975716667,0.003316667,0.04535,0.04205,0.001083334,0.001733333,1028.04,14.02,8.83,-7.56,-3.87
1451629906,1.0501,0.003316667,0.04345,0.04215,0.000983333,0.001666667,1028.04,14.02,8.83,-7.56,-3.87
1451629907,1.121133333,0.0033,0.042933333,0.043,0.001000033,0.001733333,1028.04,14.02,8.83,-7.56,-3.87
1451629908,1.23825,0.003316667,0.042833333,0.043066667,0.0010167,0.0018,1028.04,14.02,8.83,-7.56,-3.87
1451629909,1.307616667,0.0033,0.042883333,0.043066667,0.000983366,0.001733333,1028.04,14.02,8.83,-7.56,-3.87
1451629910,1.390416667,0.003333333,0.042916667,0.042866667,0.0009,0.001733333,1028.91,11.94,7.7,-7.74,-4.3
1451629911,1.438416667,0.003283333,0.043,0.04265,0.000833333,0.0017,1028.91,11.94,7.7,-7.74,-4.3
1451629912,1.381266667,0.003316667,0.04305,0.042666667,0.000833333,0.001733333,1028.91,11.94,7.7,-7.74,-4.3
1451629913,0.83545,0.003333333,0.043483333,0.042283333,0.0009,0.0017,1028.91,11.94,7.7,-7.74,-4.3
1451629914,1.001166667,0.00335,0.043683333,0.04195,0.0011667,0.001733333,1028.91,11.94,7.7,-7.74,-4.3
1451629915,0.980616667,0.003283333,0.04355,0.041583333,0.00115,0.001683333,1028.91,11.94,7.7,-7.74,-4.3
1451629916,0.978733333,0.0033,0.043516667,0.041583333,0.0011,0.00175,1028.91,11.94,7.7,-7.74,-4.3
1451629917,1.146783333,0.003283333,0.0435,0.041633333,0.000716666,0.001733333,1028.91,11.94,7.7,-7.74,-4.3
1451629918,1.288716667,0.003316667,0.043466667,0.04185,0.000600033,0.001733333,1028.91,11.94,7.7,-7.74,-4.3
1451629919,1.7219,0.0033,0.043116667,0.042183333,0.000466667,0.001733333,1028.91,11.94,7.7,-7.74,-4.3
1451629920,1.804216667,0.003333333,0.043066667,0.042516667,0.0005167,0.001716667,1028.91,11.94,7.7,-7.74,-4.3
1451629921,1.39375,0.003283333,0.04275,0.042983333,0.0008833,0.001633333,1028.91,11.94,7.7,-7.74,-4.3
1451629922,1.387966667,0.003283333,0.042783333,0.043033333,0.000833333,0.001633333,1028.91,11.94,7.7,-7.74,-4.3
1451629923,1.4588,0.003333333,0.042833333,0.043216667,0.000783367,0.001566667,1028.91,11.94,7.7,-7.74,-4.3
1451629924,1.52365,0.0033,0.042866667,0.043083334,0.000716667,0.00175,1028.91,11.94,7.7,-7.74,-4.3
1451629925,1.853216667,0.003316667,0.04315,0.04225,0.000466633,0.001733333,1028.91,11.94,7.7,-7.74,-4.3
1451629926,1.814783333,0.003333333,0.043233333,0.0425,0.0004,0.001666667,1028.91,11.94,7.7,-7.74,-4.3
1451629927,1.643066667,0.003333333,0.04335,0.077083333,0.000433367,0.001733333,1028.91,11.94,7.7,-7.74,-4.3
1451629928,1.232283333,0.0033,0.043633333,0.146666667,0.000700033,0.001583333,1028.91,11.94,7.7,-7.74,-4.3
1451629929,1.31515,0.003333333,0.04355,0.042033333,0.000733367,0.0016,1028.91,11.94,7.7,-7.74,-4.3
1451629930,1.726416667,0.003433333,0.043466667,0.042066666,0.000866633,0.001633333,1028.91,11.94,7.7,-7.74,-4.3
1451629931,1.72245,0.003433333,0.043433333,0.042033333,0.000916733,0.001583333,1028.91,11.94,7.7,-7.74,-4.3
1451629932,1.713566667,0.003383333,0.04335,0.041833334,0.000866667,0.00165,1028.91,11.94,7.7,-7.74,-4.3
1451629933,1.63405,0.003416667,0.0434,0.041966667,0.0007167,0.001666667,1028.91,11.94,7.7,-7.74,-4.3
1451629934,2.746366667,0.003366667,0.04375,0.1663,1.1931833,0.0016,1028.91,11.94,7.7,-7.74,-4.3
1451629935,3.2886,0.00335,0.04355,0.064333333,1.584966633,0.001616667,1028.91,11.94,7.7,-7.74,-4.3
1451629936,3.026383333,0.003333333,0.043383333,0.042416667,1.5914,0.0017,1028.91,11.94,7.7,-7.74,-4.3
1451629937,3.011633333,0.00335,0.043383333,0.042466666,1.591283366,0.0017,1028.91,11.94,7.7,-7.74,-4.3
1451629938,1.81565,0.00335,0.042816667,0.042566666,0.257033367,0.0017,1028.91,11.94,7.7,-7.74,-4.3
1451629939,1.7218,0.003316667,0.052116667,0.04195,0.000600034,0.001733333,1028.91,11.94,7.7,-7.74,-4.3
1451629940,1.978733333,0.003333333,0.18655,0.041716667,0.000433333,0.001683333,1028.91,11.94,7.7,-7.74,-4.3
1451629941,1.448816667,0.00335,0.181483333,0.070066667,0.000783333,0.001666667,1028.91,11.94,7.7,-7.74,-4.3
1451629942,1.677783333,0.0033,0.171383333,0.180933334,0.001,0.001616667,1028.91,11.94,7.7,-7.74,-4.3
1451629943,2.947216667,0.0033,0.161583333,0.178866667,0.001066667,0.0016,1028.91,11.94,7.7,-7.74,-4.3
1451629944,2.8489,0.003283333,0.1632,0.168633333,0.001033334,0.001616667,1028.91,11.94,7.7,-7.74,-4.3
1451629945,1.623033333,0.003316667,0.161116667,0.1543,0.001050033,0.001583333,1028.91,11.94,7.7,-7.74,-4.3
1451629946,1.550533333,0.003333333,0.169583333,0.065033334,0.001000033,0.001683333,1028.91,11.94,7.7,-7.74,-4.3
1451629947,1.690816667,0.00335,0.175766667,0.041316666,0.000966666,0.001633333,1028.91,11.94,7.7,-7.74,-4.3
1451629948,1.799766667,0.003333333,0.174733333,0.041633333,0.0006167,0.001716667,1028.91,11.94,7.7,-7.74,-4.3
1451629949,1.9587,0.003083333,0.168833333,0.042416667,0.000416733,0.001666667,1028.91,11.94,7.7,-7.74,-4.3
1451629950,1.96595,0.003116667,0.180316667,0.105583333,0.000500033,0.0017,1028.91,11.94,7.7,-7.74,-4.3
1451629951,2.116816667,0.003183333,0.166816667,0.185333333,0.000500034,0.001666667,1028.91,11.94,7.7,-7.74,-4.3
1451629952,2.05975,0.0031,0.171533333,0.183233333,0.0004667,0.0017,1028.91,11.94,7.7,-7.74,-4.3
1451629953,2.132516667,0.003283333,0.38455,0.1612,0.000400033,0.001616667,1028.91,11.94,7.7,-7.74,-4.3
1451629954,2.178183333,0.0033,0.476016667,0.04235,0.000583333,0.001783333,1028.91,11.94,7.7,-7.74,-4.3
1451629955,2.328083333,0.00315,0.479966667,0.042966667,0.0006667,0.0016,1028.91,11.94,7.7,-7.74,-4.3
1451629956,1.423933333,0.003216667,0.49,0.042533333,0.000716667,0.001716667,1028.91,11.94,7.7,-7.74,-4.3
1451629957,1.3475,0.003216667,0.546416667,0.04285,0.000800033,0.001683333,1028.91,11.94,7.7,-7.74,-4.3
1451629958,1.506516667,0.003233333,0.578533333,0.042833333,0.00095,0.0017,1028.91,11.94,7.7,-7.74,-4.3
1451629959,1.782733333,0.003233333,0.599316667,0.042166666,0.001183366,0.001766667,1028.91,11.94,7.7,-7.74,-4.3
1451629960,1.910416667,0.00325,0.582533333,0.042266667,0.001149967,0.001783333,1028.91,11.94,7.7,-7.74,-4.3
1451629961,2.4163,0.003233333,0.575883333,0.042716667,0.000833367,0.001733333,1028.91,11.94,7.7,-7.74,-4.3
1451629962,2.516533333,0.003216667,0.569333333,0.042666666,0.0007667,0.001766667,1028.91,11.94,7.7,-7.74,-4.3
1451629963,2.501216667,0.0032,0.56035,0.042483333,0.000716666,0.001733333,1028.91,11.94,7.7,-7.74,-4.3
1451629964,2.477466667,0.00325,0.524566667,0.0428,0.000733367,0.0017,1028.91,11.94,7.7,-7.74,-4.3
1451629965,2.486366667,0.003233333,0.518583333,0.042783333,0.000750034,0.001716667,1028.91,11.94,7.7,-7.74,-4.3
1451629966,2.392833333,0.0032,0.458566667,0.042483333,0.000633333,0.001633333,1028.91,11.94,7.7,-7.74,-4.3
1451629967,2.360733333,0.003233333,0.455883333,0.04275,0.000633366,0.00165,1028.91,11.94,7.7,-7.74,-4.3
1451629968,2.1237,0.0032,0.45755,0.043216666,0.0005,0.001666667,1029.5,11.65,6.91,-8.54,-5.09
1451629969,1.862233333,0.003233333,0.455483333,0.043366667,0.000549967,0.001766667,1029.5,11.65,6.91,-8.54,-5.09
1451629970,1.604083333,0.003183333,0.455416667,0.042866667,0.000500033,0.001766667,1029.5,11.65,6.91,-8.54,-5.09
1451629971,1.286516667,0.003233333,0.458716667,0.08695,0.000716667,0.0017,1029.5,11.65,6.91,-8.54,-5.09
1451629972,1.41575,0.003216667,0.461783333,0.13895,0.00075,0.001583333,1029.5,11.65,6.91,-8.54,-5.09
1451629973,1.323783333,0.00325,0.459966667,0.042916667,0.000783334,0.0017,1029.5,11.65,6.91,-8.54,-5.09
1451629974,1.310316667,0.003233333,0.457716667,0.042983333,0.000783333,0.001683333,1029.5,11.65,6.91,-8.54,-5.09
1451629975,1.672666667,0.00325,0.459583333,0.042316666,0.0011667,0.001716667,1029.5,11.65,6.91,-8.54,-5.09
1451629976,1.6965,0.00325,0.460416667,0.042233333,0.0012167,0.001666667,1029.5,11.65,6.91,-8.54,-5.09
1451629977,1.7866,0.003233333,0.45935,0.042283333,0.001133366,0.001716667,1029.5,11.65,6.91,-8.54,-5.09
1451629978,1.884766667,0.003233333,0.459266667,0.0423,0.0010667,0.0017,1029.5,11.65,6.91,-8.54,-5.09
1451629979,2.411116667,0.003233333,0.45615,0.042533334,0.000683367,0.001716667,1029.5,11.65,6.91,-8.54,-5.09
1451629980,2.332066667,0.003233333,0.455166667,0.042516667,0.000700033,0.00185,1029.5,11.65,6.91,-8.54,-5.09
1451629981,2.308133333,0.003233333,0.45535,0.042666666,0.000683334,0.001816667,1029.5,11.65,6.91,-8.54,-5.09
1451629982,2.005433333,0.003216667,0.453966667,0.04315,0.000500067,0.001733333,1029.5,11.65,6.91,-8.54,-5.09
1451629983,1.892966667,0.003216667,0.453983333,0.043166667,0.000516733,0.001666667,1029.5,11.65,6.91,-8.54,-5.09
1451629984,1.93445,0.00325,0.453916667,0.043216667,0.000583367,0.001766667,1029.5,11.65,6.91,-8.54,-5.09
1451629985,1.9153,0.003266667,0.454716667,0.043033334,0.000466733,0.001633333,1029.5,11.65,6.91,-8.54,-5.09
1451629986,1.887183333,0.003316667,0.458366667,0.04275,0.000550033,0.001533333,1029.5,11.65,6.91,-8.54,-5.09
1451629987,1.993166667,0.0033,0.4599,0.04235,0.00065,0.001583333,1029.5,11.65,6.91,-8.54,-5.09
1451629988,1.501066667,0.003316667,0.460016667,0.0424,0.000816667,0.001633333,1029.5,11.65,6.91,-8.54,-5.09
1451629989,0.965333333,0.003316667,0.45875,0.042516667,0.000700033,0.001583333,1029.5,11.65,6.91,-8.54,-5.09
1451629990,0.96565,0.0033,0.458683333,0.042666667,0.000666667,0.001583333,1029.5,11.65,6.91,-8.54,-5.09
1451629991,0.954483333,0.003316667,0.445433333,0.04275,0.000666667,0.00165,1029.5,11.65,6.91,-8.54,-5.09
1451629992,0.950866667,0.003316667,0.443866667,0.04275,0.00065,0.001583333,1029.5,11.65,6.91,-8.54,-5.09
1451629993,0.951733333,0.003316667,0.44465,0.042716667,0.000666667,0.001533333,1029.5,11.65,6.91,-8.54,-5.09
